id,"text","author"
id500,"I had been hopelessly in the wrong before, but this man's menaces were putting me in the right.","ACD"
id5716,"An infamous law!","WKL"
id6648,"His object was, no doubt, to obtain pecuniary assistance from Mrs. Vanstone.","WKL"
id3928,"It was the doctor’s consulting hour, and for the moment there were no patients waiting for him.","ACR"
id1499,"I placed my hand upon my heart as I swore it, and at that instant the gondolier fell upon me from behind.","ACD"
id2638,"I was very much astonished.","ACR"
id615,"I think that we might venture a little farther than this.","ACD"
id3418,"You can tell him all this, can’t you?","ACR"
id2578,"Yes, you were saying?","ACR"
id1757,"It was not a pleasant prospect, and yet it was a reprieve.","ACD"
id265,"He gave an interview to Reuter's, and there was such a howl that he saw it wouldn't do.","ACD"
id202,"I'm thinking that Blundell got him at the wrong moment, maybe, or in the wrong fashion.","ACD"
id1384,"Yes, sir.","ACD"
id5159,"The characters were clear now--vividly clear, and, as she fancied, unnaturally large and near to view.","WKL"
id6244,"The lady’s-maid followed—young, smart, plump, and sleepy.","WKL"
id3568,"A dressing-gong sounded, and we rose to go up to our rooms.","ACR"
id3107,"What frightened him?","ACR"
id932,"Sherlock Holmes struck his hand against his knee with an       impatient gesture.","ACD"
id3996,"But must I be bothered _now_—so soon?","ACR"
id564,"Holmes was sitting with his back to me, and I had given him no       sign of my occupation.","ACD"
id2847,"1 2 2 Kilmorden Castle]  On the face of it, it certainly did not appear to be of any importance.","ACR"
id3216,"Every one was prepared to go mad over Mary Marvell, her wonderful clothes, her furs, her jewels, above all one jewel, the great diamond which had been nicknamed, to match its owner, the Western Star.","ACR"
id5249,"Open the garden door, and let me out.","WKL"
id2138,"This is the dress of a Franciscan friar, said he.","ACD"
id375,"One moment, she said.","ACD"
id4362,"You work at Tadminster, don’t you, Miss Murdoch?","ACR"
id661,"Though young, his long back was       already bowed, and he walked with a forward thrust of his head       and a general air of peering benevolence.","ACD"
id2417,"But he proceeded diplomatically:  Yes, the ‘Colonel’ has always been a generous paymaster.","ACR"
id103,"That was the kind of man I mean.","ACD"
id3629,"I shook my head.","ACR"
id6743,"Some one had entered the shrubbery from the lane; and Magdalen at once placed herself at the window to catch the first sight of the visitor through the trees.","WKL"
id4762,"Half a moment, though, isn’t there a door into Miss Cynthia’s rooms?","ACR"
id2101,"Sir, said I, permit me to remark that the greater the danger the greater the glory, and that I could only repent of volunteering if I found that there were no risks to be run.","ACD"
id4942,"he did nothing but talk of the child--and that silenced me.","WKL"
id1925,"It was young Lorenzo Loredan, the lover whom I had superseded.","ACD"
id6595,"I said to myself—Charming, Characteristic, Memorable.","WKL"
id5572,"You wrote me word that you wanted me here to-day, because you needed my advice on a matter of some importance.","WKL"
id6145,"Lady Lundie kissed her, and answered, as she had answered when they parted in the ship, I vow it, Anne!","WKL"
id4445,"She leant towards me eagerly.","ACR"
id347,"Perhaps it would be best for you if you never heard from the fellow at all.","ACD"
id3953,"Absolutely.","ACR"
id5669,"How long was it before the date of your marriage?","WKL"
id3440,".","ACR"
id1978,"Yet the other half was as determined as ever and in a better position for defence, since it consisted of enormous convents and monasteries with walls like the Bastille, which could not be so easily brushed out of our way.","ACD"
id2884,"He looked panic-stricken.","ACR"
id1326,"Instantly the trapdoor at the top flew up, something was screamed       to the driver, and the cab flew madly off down Regent Street.","ACD"
id6340,"She bloomed in the full physical maturity of twenty years or more—bloomed naturally and irresistibly, in right of her matchless health and strength.","WKL"
id4630,"Perhaps you’re right, Dorcas—yes—no—not now.","ACR"
id5432,"He referred to the letting of the house.","WKL"
id3487,"Can’t make head or tail of it.","ACR"
id6380,"It was altogether above my mark.","WKL"
id1668,"A minute later there was a heavy splash, and I knew that no human eye would ever see Auret again.","ACD"
id2217,"I raised my hand as I spoke and pointed forward.","ACD"
id5116,"Mistress, dear mistress, you drank it all--there is nothing but the opiate left.","WKL"
id594,"Has anything escaped me?","ACD"
id3152,"Unknown to her, she is being shadowed by three men and a middle-aged woman.","ACR"
id2140,"I shrank away from it.","ACD"
id1828,"I heard him.","ACD"
id2605,"Stern silent men, I murmured to myself in an ecstasy.","ACR"
id4469,"The Inglethorps did not appear.","ACR"
id115,"That was brave of you.","ACD"
id4269,"I’ll write to Lady Tadminster for the second day, myself.","ACR"
id4500,"He’s gone through every penny he ever had, publishing rotten verses in fancy bindings.","ACR"
id3267,"A slight cloud passed over the actress’s face, and she replied constrainedly:  I’m afraid that’s impossible.","ACR"
id1915,"Another shout and then the crash of a hatchet and the splintering of planks.","ACD"
id1710,"You are thieves and murderers, every man of you, he cried.","ACD"
id3752,"Only one thing had been taken—‘the Western Star.’  We stared at each other—the whole thing was so bizarre, so unreal.","ACR"
id1912,"The Emperor!","ACD"
id6005,"I beg to refer you to my man of business.","WKL"
id3180,"Always with you it is the non-essentials!","ACR"
id147,"Was it hardness, was it selfishness, that she should ask me to risk my life for her own glorification?","ACD"
id6061,"A stranger--older, years older, than Lady Jane.","WKL"
id1940,"This noble gentleman--he has taken my place, Lorenzo!","ACD"
id5582,"Does she know about it?","WKL"
id2990,"You didn’t see any one?","ACR"
id146,"Behold me, then, at the office of the Daily Gazette, on the staff of which I was a most insignificant unit, with the settled determination that very night, if possible, to find the quest which should be worthy of my Gladys!","ACD"
id6088,"She had met the merciless injury inflicted on her with a rare patience, with an admirable courage.","WKL"
id5567,"Reconsider your conduct; reconsider what you have said to me--or you count me no longer among your friends.","WKL"
id4200,"But the mater cottoned to him at once, took him on as secretary—you know how she’s always running a hundred societies?","ACR"
id5002,"The pen went on; and more slowly, more feebly, formed words enough to fill a line--then stopped.","WKL"
id6875,"These two went away first, to receive the visitors.","WKL"
id5899,"I am _not_ that lady’s husband.","WKL"
id5614,"His hard, hairless face, his watchful gray eyes, his thin, resolute lips, said plainly, in so many words, I mean to get on in the world; and, if you are in my way, I mean to get on at your expense.","WKL"
id2977,"Perhaps the young lady would tell us briefly what her ideas really are on the subject, inspector?","ACR"
id3398,"That is so, she acknowledged.","ACR"
id6320,"She nodded and waved her hand in return, very gracefully and prettily—but with something of old-fashioned formality in her manner, which looked strangely in so young a woman, and which seemed out of harmony with a salutation addressed to her father.","WKL"
id1625,"Bury your knives in his body.","ACD"
id1535,"Yes, but it is not for you or me to take it out of their hands.","ACD"
id5645,"I wish to be sure that no mistake has occurred between you and the clerk.","WKL"
id974,"The second brother, who died young, is       the father of this lad Henry.","ACD"
id5287,"Shadowed by its position, this ruinous side of the house had a dark, cold, wintry aspect, even on the sunny August morning when Sarah Leeson strayed into the deserted northern garden.","WKL"
id2275,"They have killed me for it.","ACD"
id5692,"What do you mean?","WKL"
id5879,"Mr. Vanborough obeyed, without looking at his wife, and without mentioning his wife’s name.","WKL"
id5112,"Mrs. Treverton began for the third time.","WKL"
id5137,"Stop, though, he continued, after a moment's reflection.","WKL"
id5943,"If you can tell the truth, Sir, she said, haughtily, be so good as to tell it now.","WKL"
